annotation_id,annotator,created_at,date_created,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,tweet,updated_at
233.0,1.0,2025-04-03T13:48:07.145143Z,Sun Feb 23 14:15:11 +0000 2025,231,29.214,Neutral,Neutral,Positive,Positive,"@kisnaji_ Yup, buang sampah sembarangan itu bahaya banget buat kesehatan, apalagi sampah plastik. Makanya, kita ngumpulin sampah-sampah itu terus nge-recycle jadi papan daur ulang yang bisa dipakai lagi! Yuk lebih peduli sama lingkungan, kan kita juga yang ngerasain manfaatnya..🥹",2025-04-03T13:48:07.145143Z
,,,Sun Feb 23 12:28:26 +0000 2025,232,,,,,,"@msaid_didu Kau berisik aj!
Punya rasa malu dikitlah, kau itu sampah yg tdk perlu di daur ulang! 😄",
,,,Sun Feb 23 11:37:40 +0000 2025,233,,,,,,"@tanyarlfes respect, smartfren se niat itu sampe nge daur ulang sampah",
,,,Sun Feb 23 11:01:40 +0000 2025,234,,,,,,"@smartfrenworld ""Daur ulang sampah, upgrade kuota! 🌱🚀
Yuk rayakan Hari Peduli Sampah Nasional bareng Smartfren. Nikmati koneksi #AntiLemot dengan promo spesial!""",
,,,Sun Feb 23 10:40:53 +0000 2025,235,,,,,,@sosmedkeras jarang2 ada provider yg ngurusin daur ulang sampah,
,,,Sun Feb 23 09:43:40 +0000 2025,236,,,,,,@NenkMonica Ini orang dari dulu sampah...harusnya sudah di daur ulang jadi serbet...tapi serbetnya sekarang dipakai ngelap ludah yg bayar..,
,,,Sun Feb 23 09:31:20 +0000 2025,237,,,,,,"@ganjarpranowo `
Toko elektronik dan toko perabot, gak mau membantu daur ulang barang bekas. Gak bisa titip pada petugas sampah pemda (meski kasih tip) karena mereka juga kewalahan dengan sampah biasa. Akhirnya orang terpaksa buang kulkas, kasur, lemari ke sungai, pinggir rel, pinggir TOL, dll. https://t.co/753UoLYAqo",
,,,Sun Feb 23 04:33:55 +0000 2025,238,,,,,,Daur Ulang Kreatif: Sekolah Tarakanita 3 Olah Sampah Organik Jadi Eco Enzym https://t.co/bAdfcdeJmB,
,,,Sun Feb 23 03:50:00 +0000 2025,239,,,,,,"Kolaborasi Smartfren dan Kertabumi Beri Pelatihan Daur Ulang Sampah

#smartfren #minggu #kertabumi #pelatihan #daurulangsampah #workshop #beritanasional

https://t.co/zUkf9rzyJ2",
242.0,1.0,2025-04-03T13:53:04.104494Z,Sat Feb 22 19:13:24 +0000 2025,240,37.81,Positive,Neutral,Positive,Positive,"@smartfrenworld @SF_Community_ 4.Membuat kerajinan daru sampah anorganik
5.Mengurangi penggunaan plastik
6.Berpartisipasi dlm program daur ulang komunitas
7.Mendonasikan barang² bekas masih berfungsi
@smartfrenworld @SF_Community_
#100PersenUntukIndonesia #SmartfrenCommunity #TemanPintarIndonesia",2025-04-03T13:53:04.104494Z
243.0,1.0,2025-04-03T13:56:27.278717Z,Sat Feb 22 15:44:50 +0000 2025,241,202.768,Positive,Neutral,Positive,Neutral,"Solusi seperti daur ulang, pengurangan penggunaan plastik, dan pemanfaatan sampah organik perlu digalakkan. #100persenuntukindonesia #temanpintarindonesia #temanumkmindonesia @smartfrenworld @SF_Community_",2025-04-03T13:56:27.278717Z
244.0,1.0,2025-04-03T13:56:39.257897Z,Fri Feb 21 15:59:06 +0000 2025,242,11.616,Positive,Neutral,Positive,Neutral,".
.
Mari kita mulai dari langkah kecil:
✅ Kurangi penggunaan plastik sekali pakai
✅ Pilah dan daur ulang sampah dengan bijak
✅ Manfaatkan sampah organik menjadi kompos
✅ Ajak orang sekitar untuk lebih peduli lingkungan
.
.",2025-04-03T13:56:39.257897Z
,,,Fri Feb 21 13:01:37 +0000 2025,243,,,,,,"Saatnya kita ambil peran! Yuk, terapkan prinsip 3R:
♻️ Reduce: Kurangi penggunaan plastik sekali pakai.
♻️ Reuse: Manfaatkan kembali barang yang masih layak pakai.
♻️ Recycle: Daur ulang sampah menjadi produk bernilai.",
246.0,1.0,2025-04-03T13:57:09.483004Z,Fri Feb 21 12:35:55 +0000 2025,244,18.833,Positive,Neutral,Positive,Neutral,"Sampah kecil kalau dibiarkan bisa jadi masalah besar! Yuk, mulai dari hal simpel buang sampah pada tempatnya, kurangi plastik, dan manfaatin daur ulang!  pastiin internetan lancar pakai Smartfren! 🚀 #100PersenUntukIndonesia #smartfrencommunity #temanpintarindonesia https://t.co/MCaATkx15h",2025-04-03T13:57:09.483004Z
247.0,1.0,2025-04-03T14:08:55.834602Z,Fri Feb 21 09:43:22 +0000 2025,245,705.466,Positive,Neutral,Positive,Positive,"Tahun ini, Hari Peduli Sampah Nasional 2025 (HPSN 2025) mengajak kita untuk lebih bijak dalam memilah sampah, mengurangi penggunaan plastik sekali pakai, dan mendukung daur ulang.",2025-04-03T14:08:55.834602Z
248.0,1.0,2025-04-03T14:20:22.440045Z,Fri Feb 21 09:10:06 +0000 2025,246,687.356,Positive,Neutral,Positive,Positive,"Sampah plastik adalah tanggung jawab kita bersama! Pilah dari rumah untuk kualitas daur ulang yang lebih baik. Dengan teknologi nuklir seperti oksidasi radiasi, sampah plastik bisa jadi produk bernilai tinggi! ♻️✨

#Nuklir #BRIN #Plastik #RisetInovasi #HariSampahNasional",2025-04-03T14:20:28.564561Z
249.0,1.0,2025-04-03T14:23:16.430111Z,Fri Feb 21 09:09:37 +0000 2025,247,165.665,Positive,Neutral,Positive,Neutral,"Mari kurangi penggunaan plastik sekali pakai, pilah sampah organik dan non-organik, daur ulang barang bekas, dan edukasi orang sekitar tentang pentingnya menjaga kebersihan lingkungan.  Ayo, mulai dari diri sendiri dan wujudkan Indonesia yang bersih dan bebas sampah! https://t.co/UfqozS1L40",2025-04-03T14:23:16.430111Z
251.0,1.0,2025-04-03T14:24:50.656630Z,Fri Feb 21 08:40:00 +0000 2025,248,91.03900000000002,Positive,Neutral,Positive,Neutral,"Cultural Practice
Scrolling timeline, nemu info seru! Di Melbourne, komunitas diaspora Indonesia aktif berpartisipasi dalam kegiatan lingkungan, termasuk program daur ulang dan pengurangan sampah plastik.",2025-04-03T14:24:50.656630Z
,,,Fri Feb 21 06:45:37 +0000 2025,249,,,,,,"Setiap keluarga semestinya bertanggungjawab terhadap produksi sampah yang dihasilkan: (1) Pemilahan Sampah, (2) Pengomposan Sampah Organik, (3) Daur Ulang Sampah Anorganik, (4) Kurangi Penggunaan Sampah Plastik Sekali Pakai, (5) Berpartisipasi dalam Program Bank Sampah. #yskk https://t.co/AWbibIqIke",
253.0,1.0,2025-04-03T14:38:44.500034Z,Fri Feb 21 06:40:17 +0000 2025,250,825.424,Positive,Neutral,Positive,Neutral,"Mari bersama wujudkan lingkungan yang bersih dan sehat! 🌍✨ Mulai dari langkah kecil: pilah sampah, kurangi plastik, dan daur ulang ♻️.

Jadilah bagian dari perubahan untuk bumi yang lebih baik! 🌱💚 #HariPeduliSampahNasional https://t.co/RmBDNHEc3A",2025-04-03T14:38:44.500034Z
254.0,1.0,2025-04-03T14:38:59.916645Z,Fri Feb 21 06:36:02 +0000 2025,251,14.72,Positive,Positive,Positive,Positive,"Setiap botol plastik yang kita daur ulang adalah harapan untuk masa depan yang lebih bersih. 

Selamat Hari Peduli Sampah Nasional!🌎 https://t.co/Bd7AGMZGIu",2025-04-03T14:38:59.916645Z
255.0,1.0,2025-04-03T14:39:15.471046Z,Fri Feb 21 05:38:00 +0000 2025,252,15.207,Neutral,Positive,Positive,Positive,"*Orga – si apel hijau yang mewakili sampah organik seperti sisa makanan dan dedaunan yang bisa terurai.
*Ano – si botol plastik yang mewakili sampah daur ulang &amp; B3, seperti plastik, kaleng, dan limbah berbahaya yang butuh penanganan khusus.",2025-04-03T14:39:15.471046Z
,,,Fri Feb 21 05:12:31 +0000 2025,253,,,,,,"Di Hari Peduli Sampah Nasional ini, yuk mulai dan biasakan langkah kecil ini seperti membawa tumbler sendiri, mengurangi plastik sekali pakai, memilah sampah organik dan anorganik, serta mendukung daur ulang. 

Dengan kebiasaan sederhana ini, kita bisa memberikan dampak besar https://t.co/IAjz2YXvGO",
,,,Fri Feb 21 01:49:56 +0000 2025,254,,,,,,"💡 Apa yang bisa kita lakukan?
✅ Kurangi penggunaan plastik sekali pakai.
✅ Pisahkan sampah sesuai jenisnya.
✅ Daur ulang dan manfaatkan kembali.
✅ Ikut aksi bersih-bersih pantai dan laut.",
,,,Fri Feb 21 00:43:34 +0000 2025,255,,,,,,"Kurangi penggunaan plastik sekali pakai, daur ulang sampah, dan olah sampah organik.  Tindakan kecil kita, jika dilakukan bersama-sama, akan menciptakan perubahan besar.  Mari jaga bumi kita, rumah kita bersama! 

#HariPeduliSampahSedunia
#HimatekaJaya
#HimatekaAksiReaksiPrestasi",
,,,,,,,,,,"Apa yang YPBB lakukan di Zero Waste Event?
✅ Kurangi (Reduce): Say no to plastik dan styrofoam! 🙅‍♂
✅ Gunakan Ulang (Reuse): Wadah yang bisa dipakai lagi? YES! ♻
✅ Daur Ulang &amp; Kompos (Recycle &amp; Compost): Sampah organik jadi kompos, yang lainnya dipilah untuk didaur ulang. https://t.co/5ItM1weKi7",
260.0,1.0,2025-04-03T14:52:31.153925Z,Wed Feb 19 06:44:23 +0000 2025,257,10.607,Positive,Neutral,Positive,Positive,3. Melakukan pengolahan sampah plastik menjadi paping blok .Perharinya  pengolahan sampah plastik sebesar 50 sampai 75 Kg di Pusat Daur Ulang (PDU) https://t.co/q3ShDKUJDQ,2025-04-03T14:52:31.153925Z
261.0,1.0,2025-04-03T15:03:13.072658Z,Wed Feb 19 00:05:41 +0000 2025,258,641.133,Positive,Neutral,Positive,Positive,"SobatKominfo.. Sampah plastik telah menjadi masalah besar di planet kita. Namun, kita dapat mengurangi dampaknya dengan menggunakan sampah plastik dengan bijak. Daur ulang, gunakan kembali, dan hindari penggunaan plastik sekali pakai! ✨
Yukk Bijak Menggunakan Sampah Plastik..😉 https://t.co/SUeodJirHD",2025-04-03T15:03:13.072658Z
,,,Tue Feb 18 12:18:30 +0000 2025,259,,,,,,"@smartfrenworld Cerita kontribusi ku dengan punya anak bayi pastinya banyak sampah Pampers yang susah di daur ulang caraku mengatasi mencemarkan lingkungan dengan membersihkan dulu gel di pampersnya, plastik pampersnya dijemur sampe kering udah kering langsung dibakar, meskipun ribet tapi -",
263.0,1.0,2025-04-03T15:03:38.625142Z,Tue Feb 18 09:46:06 +0000 2025,260,10.324,Positive,Neutral,Positive,Positive,"@unagreens unaaa coba cek ig @/rajutnusa

itu mbaknya bikin tas/pouch/amigurumi dari sampah plastik dan kadang ngisi workshop jugaa

aku kbetulan lg riset soal pelaku daur ulang di jogja hehe",2025-04-03T15:03:38.625142Z
,,,Tue Feb 18 04:21:44 +0000 2025,261,,,,,,"@smartfrenworld Kontribusi yang pernah aku lakuin adalah Memisahkan jenis sampah anorganik &amp; organik, Daur ulang sampah, Mengelola sampah organik, Mengurangi penggunaan plastik sekali pakai, &amp; Kerja bakti membersihkan lingkungan sekitar.
#smartfren #100UntukIndonesia 
#smartfrenPeduliSampah",
265.0,1.0,2025-04-03T15:03:51.681056Z,Mon Feb 17 15:06:19 +0000 2025,262,6.163,Positive,Positive,Positive,Positive,"Keren, mengurangi sampah plastik 

SMA Pangudi Luhur Pakai Meja-Kursi Hasil Daur Ulang Sampah Plastik Tutup Botol https://t.co/iJ6Dbnw6tD",2025-04-03T15:03:51.681056Z
,,,Sun Feb 16 04:39:04 +0000 2025,263,,,,,,@kochengfs Bagus nder gak jd sampah numpuk trus bermanfaat jg. Aku kalo ke pet shop jg suka liat sampah bekas karung makanan kucing gt numpuk. Tas daur ulang gt bisa kepake jg kan ya kl kita belanja ke pasar/supermarket krn ngurangin plastik 🥹,
,,,Fri Feb 14 15:35:48 +0000 2025,264,,,,,,"Jenis sampah:

1. Sampah yang bisa dibakar
2. Sampah yang tidak bisa dibakar
3. Sampah beling
4. Sampah plastik 
5. Sampah daur ulang 

Minimal harus ada 5 tempat sampah di setiap rumah, ini belum termasuk sampah elektronik dan barang2 besar yg kalo mau buang aja harus bayar.",
268.0,1.0,2025-04-03T15:06:43.090767Z,Fri Feb 14 06:16:43 +0000 2025,265,66.131,Positive,Neutral,Positive,Positive,"@cuitcuap_ Program daur ulang sampah membantu mengurangi limbah plastik.
DIALOKASIKAN SAMPE PELOSOK",2025-04-03T15:06:43.090767Z
,,,Thu Feb 13 10:21:32 +0000 2025,266,,,,,,"setelah sampo abis, w bakal coba sabun kemirinya biotalk deh ☹️ 

aku nyari sampo yg refill n cocok susah, org ngapa jual sampo botolan doang sih?! aku gatel bgt sama sampah plastik (meski q kumpulin juga trs setoran sampah  buat di daur ulang)",
270.0,1.0,2025-04-03T15:10:13.038441Z,Thu Feb 13 03:52:06 +0000 2025,267,54.115,Neutral,Neutral,Negative,Positive,"@acarialdii Gua pernah mimpi jadi sampah, kebaya nggak lo Gua jadi sampah plastik itu udah teriak-teriak pas mau dimasukin ke mesin daur ulang",2025-04-03T15:10:13.038441Z
271.0,1.0,2025-04-03T15:14:32.800896Z,Wed Feb 12 04:17:51 +0000 2025,268,259.409,Positive,Neutral,Positive,Positive,"@txtfromjogja Pengelolaan sampah kalau tepat bs jd berguna. Contohnya kursi daur ulang dari sampah plastik yg dibuat oleh pemuda dari bali Putu eka darmawan.
Atau bs cek ig kertabumi recycling center, bnyak pngelolaan sampah yg tepat. Kalo dibakar malah jd polusi lain kan ?",2025-04-03T15:14:32.800896Z
272.0,1.0,2025-04-03T15:15:04.962413Z,Tue Feb 11 19:37:35 +0000 2025,269,31.815,Positive,Neutral,Positive,Neutral,@bocahkartoffel Di Indonesia juga udh ada yg namanya bank sampah kok. Cuma ya emg kesadaran diri masing2 aja yg kurang ka. Saya pelaku bisnis daur ulang sampah plastik kok. Kalo kesadaran dirinya tinggi sih enak gaperlu gaji pemulung utk keliling pasti udh ada yg nyetor kelapak. https://t.co/ixcz0JTf9j,2025-04-03T15:15:04.962413Z
273.0,1.0,2025-04-03T15:15:24.280755Z,Tue Feb 11 14:46:12 +0000 2025,270,18.965,Positive,Neutral,Positive,Positive,"Thank you sudah sharing! 💚
Di Indonesia juga sudah mulai banyak inovasi daur ulang plastik lho.. 😍 
Kita udah cleanup &gt;11 ton sampah plastik dan nge-recycle jadi papan daur ulang multifungsi. Nantinya papan dapat diubah jadi furniture! ♻️✨",2025-04-03T15:15:24.280755Z
274.0,1.0,2025-04-03T15:15:42.113402Z,Tue Feb 11 12:17:52 +0000 2025,271,17.51,Neutral,Positive,Positive,Positive,"@Chasnca Ini sistemnya beda sama bank sampah di Indonesia. Karena prinsip dasarnya lebih mirip ke “sewa botol”. Kalo di Indo kan jual botol tuh buat ditimbang, untuk selanjutnya dilebur jadi biji plastik/daur ulang. Jadi beda besar botol, beda juga harganya",2025-04-03T15:15:42.113402Z
275.0,1.0,2025-04-03T15:20:26.599646Z,Tue Feb 11 07:15:41 +0000 2025,272,283.727,Negative,Neutral,Positive,Positive,"@Metro_TV Sedotan kertas itu dr pohon di tebang dl, brp % dr daur ulang. Pk plastik agar pohon gk di tebang, kl buang sampah pd tempatnya gk mslh. Intinya manusia itu yg merusak bumi se diri dgn buang sampah sembarangan.",2025-04-03T15:20:26.599646Z
276.0,1.0,2025-04-03T15:22:32.031877Z,Tue Feb 11 02:53:01 +0000 2025,273,124.678,Positive,Neutral,Positive,Positive,"Sebagian ruang kelas di SMA Pangudi Luhur, Jakarta Selatan, kini lebih ramah lingkungan dengan meja dan kursi yang terbuat dari daur ulang sampah plastik👏 https://t.co/kaZ4sGjLnM",2025-04-03T15:22:32.031877Z
277.0,1.0,2025-04-03T15:23:10.552041Z,Sun Feb 09 06:11:27 +0000 2025,274,38.141,Negative,Neutral,Negative,Neutral,@Au_rinjani Justru negara ini tidak ada itikad untuk kurangi konsumsi plastik dan kembangkan teknologi daur ulang plastik makannya sampah plastik Indonesia bisa sampai terdampar di perairan Brazil.,2025-04-03T15:23:10.552041Z
,,,,,,,,,,"@BUDISTROBILUS Jogja kebanyakan sampah sampah masyarakat ormas palak banyak,sampah rumah tangga kaya plastik pampers, sayur jadi satu jadi tukang sampah nya engga mau pilah pilih buat daur ulang, biaya bulanan sampah jogja mahal nder",
279.0,1.0,2025-04-03T15:24:20.529956Z,Fri Feb 07 06:26:14 +0000 2025,276,57.864,Neutral,Negative,Positive,Negative,"@vinillacake • tidak bisa kak, kami menjemput sampah plastik keras dan sampah daur ulang lainnya... izin area kakak dimanakah?",2025-04-03T15:24:20.529956Z
280.0,1.0,2025-04-03T15:24:32.488694Z,Fri Feb 07 05:35:46 +0000 2025,277,11.622,Positive,Positive,Positive,Positive,"@FOODFESS2 Keren mamanya gamau buang sampah plastik dg asal dan berakhir di TPU. Tugasmu tinggal bawa wadah2 yg menggunung itu ke bank sampah/manapun yg nerima wadah plastik. Wadah ini bisa di daur ulang loh. Keep up the good work, family team do best impact to society ❤️",2025-04-03T15:24:32.488694Z
,,,Fri Feb 07 04:37:56 +0000 2025,278,,,,,,"@FOODFESS2 Aku biasa simpen tapi emang untuk reuse, begitu pecah baru buang.. gak gitu numpuk sih

Soalnya kalo langsung dibuang juga jadi banyak sampah plastik kan, kecuali di daur ulang ya",
282.0,1.0,2025-04-03T15:24:53.743802Z,Fri Feb 07 03:06:38 +0000 2025,279,12.824,Positive,Positive,Positive,Positive,"@irwndfrry Bisnis daur ulang plastik | Estimasi 300 jt utk modal awal | Longterm ny bs edukasi &amp; bantu IRT di titik2 yg ditentuin utk mulai pisahin sampah plastik, terlepas dr recycle, model bisnis ny bs bermanfaat utk wrga yg mau berpartisipasi | Krna bahan dsr ny si plastik |",2025-04-03T15:24:58.619176Z
,,,Thu Feb 06 19:58:41 +0000 2025,280,,,,,,@dian_arifiya maladewa mulai fokus untuk kurangi plastik dan daur ulang buat atasi masalah sampah.,
,,,Thu Feb 06 16:35:30 +0000 2025,281,,,,,,@FOODFESS2 Plastik thinwall bisa di daur ulang kak.. coba cari jasa yg terima daur ulang di daerah mu. Lumayan ngurangin sampah yg di buang ke tpa. 🤍,
,,,Thu Feb 06 09:35:55 +0000 2025,282,,,,,,"/organisasi yang menunjukkan bahwa kamu punya kepedulian terhadap keberlanjutan.
- Jangan hanya menyebutkan, tapi tunjukkan IMPACT-nya.

Contoh:
""Sebagai ketua komunitas lingkungan di kampus, aku memimpin proyek daur ulang yang berhasil mengurangi sampah plastik hingga 30%-",
,,,Thu Feb 06 09:07:34 +0000 2025,283,,,,,,"@ohyxgkuy @FOODFESS2 Hampir semua sampah daur ulang bisa di terima di duitin.
Contoh yg jarang orng tau, di duitin setau aku nerima ember, jerigen, plastik mie instan, kertas, botol kaca, kaleng, kotak multilayer (bekas susu), popok bayi bekas pakai, sumpit kayu, minyak jelantah",
,,,Thu Feb 06 08:04:27 +0000 2025,284,,,,,,"@FOODFESS2 Nggak jadi sampah ko itu, lumayan bisa dijual ke pengepul plastik lumayan bisa balik uang paling ngga 10/20rb. Plastik emang murah apalagi plastik daur ulang, tapi klo dibuang sayang, atau paling bisa digunain buat pot hidroponik",
,,,Tue Feb 04 11:10:45 +0000 2025,285,,,,,,"@susipudjiastuti Kebijakan ini sama dgn larangan kantong plastik kresek, malah sampah kantong daur ulang nyampah dimana2 &amp; utk bungkus sampah hrs beli plastik lg, pdhl kantong plastik minimarket bs dipake utk kantong sampah,sbnrnya solusinya hanya perusahaan dipaksa bangun pabrik daur ulang!",
,,,Mon Feb 03 08:15:30 +0000 2025,286,,,,,,"@ixixi__1 @Outstandjing Hi!👋
Thank you sudah mention kami 😊
Kami sudah cleanup kurang lebih 1,000 ton sampah dari Sungai Citarum loh..
dan sampah plastik tersebut kami recycle♻️➡️ jadi papan daur ulang dan bangku taman 🌳✨ https://t.co/ieHnfq1KZI",
,,,Mon Feb 03 07:58:32 +0000 2025,287,,,,,,"The impact of packaging waste from beauty industry 🗑

Menurut British Beauty Council, hanya 14% sampah plastik yang masuk ke fasilitas daur ulang, dan hanya 9% yang benar-benar didaur ulang.
Industri kecantikan menghasilkan sekitar 120 miliar kemasan setiap tahun, dan 95% dari https://t.co/grQv8vGkq9",
,,,Sat Feb 01 05:41:07 +0000 2025,288,,,,,,"Materialnya juga unik-unik kayak tutup botol plastik, kulit ikan, ampas kopi. Lumayan sampah dapur didaur ulang buat kurangin emisi karbon. Yang masih suka gua pikirin kalau sampah popok bayi daur ulangnya gimana ya?",
,,,Sat Feb 01 04:35:32 +0000 2025,289,,,,,,"@Outstandjing Betul, solusi untuk sampah menggunung dengan daur ulang, pengurangan plastik, sistem pengolahan modern (waste to energy), edukasi warga (sampah organik), serta kebijakan tegas soal limbah dan manajemen sampah (regulasi produsen plastik).",
,,,Sat Feb 01 02:39:16 +0000 2025,290,,,,,,"@Outstandjing Sampah plastik bisa di daur ulang, tergantung tipe plastik apa, tutorial video banyak di sosmed
Sampah organik bisa jadi pupuk kompos, yg jadi pertanyaan harusnya bagaimana upaya dan peduli pemerintah setempat mengatasi sampah ini sesuai 3R ?",
,,,Wed Jan 29 15:26:32 +0000 2025,291,,,,,,"@zakariamlk Sampah Fashion tu ngeri setau aku dah sekitar 92 ton. Trus klo ada yg bilang ""Daur ulang aja"". Seenak jidat lu, baju yg kita pakai tidak bisa di daur ulang karena bahannya ada katun, Polyester (plastik), karet juga. Jadi tidak semudah itu",
,,,Wed Jan 29 02:54:19 +0000 2025,292,,,,,,"@Mdy_Asmara1701 pemerintah gagal dlm management pengelolaan sampah &amp; sistem daur ulang. Solusi gampangny ya pembatasan plastik &amp; pihak2 yg kerja rodi pake biaya sendiri dikasi penghargaan &amp; dijadiin duta2. Mana ada pembatasan plastik di Jepang, SG &amp; Korsel. W gk pernah dukung pembatasan plastik",
,,,Tue Jan 28 13:28:28 +0000 2025,293,,,,,,@ariefatmojo_ Menggunakan botol PET daur ulang dalam produksi mereka adalah langkah besar untuk mengurangi sampah plastik dan mendukung ekonomi sirkular,
,,,Tue Jan 28 10:32:09 +0000 2025,294,,,,,,@moh_aak Saat jadi pejabat dia apa saja kerjanya...nampaknya sampah plastik yg ga bisa di daur ulang Yo dibuang saja.,
,,,Tue Jan 28 04:26:33 +0000 2025,295,,,,,,I just published 7 Cara Mengolah Sampah Plastik Menjadi Bahan Daur Ulang yang Bermanfaat https://t.co/supFT8ERUu,
,,,Mon Jan 27 02:28:22 +0000 2025,296,,,,,,"Apapun yg dihitungnya dgn berat pasti ada cara curangnya

Kmrn habis ngobrol sama pengusaha daur ulang yg cerita sering ada batu/pemberat lain di dlm sampah plastik bekas

Bangsa yg pintar &amp; kreatif utk korupsi 👌🏾",
,,,Fri Jan 24 16:46:52 +0000 2025,297,,,,,,"@Fahrihamzah Yaelah pak,anak SMP udah daur ulang plastik sampah dibuat paving,bapak nemu gitu aja udh kek pencetusnya",
,,,Fri Jan 24 04:12:05 +0000 2025,298,,,,,,"misi menjadikan gunung bebas sampah.
Hasil dari aksi bersih sampah ini akan dipilah menjadi lima kategori ( plastik logam organik kertas residu) sehingga memudahkan proses daur ulang dan pengelolaan.

Jangan biarkan jejakmu menjadi sampah, jadilah bagian dari perubahan.",
,,,Thu Jan 23 17:35:21 +0000 2025,299,,,,,,"@anaknyakerenmah @convomf Bener, aku di rumah juga sortir sampah. Organik, plastik, dan daur ulang. Sampah daur ulang aku kasih ke pemulung. Organik aku kubur aja haha

Tapi kalau sampah plastik gitu aku masih bakar 😬",
,,,Thu Jan 23 10:54:33 +0000 2025,300,,,,,,"2025 saatnya sutainable kalcer. Pakai produk yang bukan cuma gaya dan fungsional, tetapi juga mendukung gerakan keberlanjutan melalui daur ulang sampah plastik. WAVEIT - URBAN ICON dengan visi menciptakan lautan yang bebasplastik dan kaya keaneka ragaman hayati, mengubah siklus https://t.co/6bFjm2CsuT",
,,,Thu Jan 23 04:31:24 +0000 2025,301,,,,,,"@imprettysowhat_ @convomf Ini udah bgt kak, malah skrng di komplek rumah dipisahin orgnic dan non organic. Yg smpah plastik di kiloin buat di daur ulang lagi.. tp emang pemerintah kota bobrok bgt untuk masalah ini. Agak greget, uang dibuang buang tp masalah sampah ga kelar kelar.",
,,,Wed Jan 22 17:22:35 +0000 2025,302,,,,,,@dndelionss dan sampah plastik daur ulang,
,,,Wed Jan 22 03:48:19 +0000 2025,303,,,,,,@Makrleec gue keliatan kayak tempat daur ulang sampah kah banh? tapi gapapa bawa aja yang banyak nanti gue buatin kursi goyang dari plastik yang dibawa. gultik porsi segunung 🥺👆🏻,
,,,Wed Jan 22 03:15:17 +0000 2025,304,,,,,,"@PrinsLlumiere @convomf ga ada istilah kata buang untuk sampah plastik, yang ada dipindahkan.
terus yang baik dan benar di pindahkan kemana? ya ga dipindahkan juga karna cuma menuhin tempat doang

jadi yang baik dan benar di daur ulang jadi barang pakai, kaya dijadiin bahan baku bangunan misalnya",
,,,Tue Jan 21 07:13:14 +0000 2025,305,,,,,,"Sobat Nusantara, Ayo Pilah Sampah Sesuai Jenisnya!   Dengan memilah sampah, kita turut menjaga lingkungan dan mendukung daur ulang! 🌿✨ 
✅ Pisahkan sampah organik untuk kompos. 
✅ Kumpulkan sampah anorganik seperti plastik dan kaca untuk didaur ulang. https://t.co/fLZD9b1BbM",
,,,Tue Jan 21 02:42:28 +0000 2025,306,,,,,,"I have idea! 
Cara menjaga kelestarian bumi:
1.Mengurangi penggunaan plastik
2.Menghemat energy (matikan lampu jika tidak digunakan)
3.Kurangin kendaraan bermotor dan mulai beralih ke transportasi umum
4.Tidak menebang pohon sembarangan
5.Daur ulang sampah",
,,,Sat Jan 18 00:20:19 +0000 2025,307,,,,,,"Dukung gerakan daur ulang, kurangi sampah plastik di Indonesia.",
,,,Thu Jan 16 02:23:34 +0000 2025,308,,,,,,"Pasi Ter Kodim 1604/Kupang, Kapten Inf Sudirman bersama Peltu Wayan, melakukan peninjauan terhadap alat daur ulang sampah plastik menjadi paving block di Kampus Politeknik Negeri Kupang. https://t.co/FqcKpuHeub",
,,,Wed Jan 15 19:48:36 +0000 2025,309,,,,,,"Soal Timor Leste daur ulang seluruh sampah plastik itu baru (cuma) gelar lho ya yg rame saat rilis ""rencana pabrik daur ulang plastik"" di 2019. Riilnya sampe skrg belom jelas. 🤣

Yg terbaik kelola sampah di ASEAN itu justru Banyumas. Tp Banyumas itu kan bukan negara sendiri. 🤣 https://t.co/IlffnYvBid",
,,,Wed Jan 15 09:29:30 +0000 2025,310,,,,,,"@wonugirii Bayangin sampah plastik di daur ulang sama mereka....

Bantar gebang kagak ada di sono wak",
,,,Sat Jan 11 13:15:36 +0000 2025,311,,,,,,"PpPPPPPpPPP !

Produk baru disini~ Jam tangan dari daur ulang sampah plastik namanya *Loop 01*

kapan lagi punya produk dari recycled material? tapi baru bisa dibeli tanggal 15 bulan 1 tahun 2025 https://t.co/HxH3WJ7nnc",
,,,Sat Jan 11 10:12:44 +0000 2025,312,,,,,,"4. Daur Ulang Sampah Anorganik

Bersihkan dan kumpulkan sampah anorganik yang bisa didaur ulang, seperti botol plastik, kardus, dan kaleng, lalu bawa ke bank sampah atau pusat daur ulang terdekat.",
,,,Thu Jan 09 12:43:56 +0000 2025,313,,,,,,"Sedih bgt mau nangis I love her sm. Ngeliatin dia pelan"" bikin bunga dr plastik daur ulang trs gue bayangin ada org yg anggep itu sampah ato ngebuang gt aja gue sakit ati bgt sat",
,,,Thu Jan 09 08:04:03 +0000 2025,314,,,,,,"Setiap tahun, 8-12 juta ton sampah plastik mencemari lautan. Simak fasilitas daur ulang botol plastik PET di Kendal yang didukung pinjaman biru ADB bersama PT ALBA Tridi Plastics Recycling Indonesia dalam video terbaru kami: https://t.co/QKKR6JCrxC #ADBIndonesia",
