sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text

Kadang otak menjadi sedikit ""oleng"" disaat bbrp hari nyaris tidak tidur demi mencapai target tgl selesainya baju.

Cerita lucu terakhir yg saya alami saat bikin dress ini adalah salah memakaikan seragam pada titi. Seharusnya Kamis jadwalnya memakai baju olah raga, eeehhh.....malah saya pakaikan seragam batik. Begitu nyampe halaman sekolah, melihat teman2 titi pake baju OR, ke-OLENG-an otak saya mulai sedikit memudar kalo titi salah kostum hari itu hahaha.....
Akhirnya saya dan titi hrs pulang lagi kerumah untuk ganti kostum Wkwkwk...(beruntung rmh kami dkt sekolahan). Sepanjang perjalanan kerumah, byk sekali yg nanya kok balik lagi, salah kostum saya jawab dg rasa malu juga sich hihihi

TIDAK FOKUS, itulah yg terjadi saat otak saya kekurangan oksigen dan nutrisi.

Jadi.....yang mau pesan baju daur ulang di saya, jgn memaksa 3 hari harus selesai ato seminggu harus selesai, saya gak mau yaaa....apalagi yg luar kota, tambah 3-5 hari estimasinya krn kita kirim hrs pake expedisi.

Juga jgn minta harga 100.000, monggo dibuat sendiri saja kalo hrg segitu (itu bukan nawar tapi sadis namanya hahaha)

Sekian dulu ya cerita ttg baju ini. Baru bisa cerita stlh menebus tidur ber-jam2 2 hari ini."
Positive,Neutral,Neutral,Positive,"Fashion show tema "" Daur ulang plastik "" mama dan anak2, ayah mau ikutan bajunya belum jadi 🤣🤣🤣

Good job anak2ku kalian luar biasa 😘

HUT RI yg ke 79 MERDEKA 🥳"
Neutral,Neutral,Positive,Positive,"Keren...
Kalau dirmh saya sdh dong memilah sampah dan setor di Bank sampah
Plastik kotor dicuci biar ga bau trs dikumpulkan, pilah yg bening, bercap, mengandung alumunium foil dan pastinya botol2...
Awal ribet tp lama2 jd kebiasaan🥰
Tapi belum bisa melakukan spt bli nya itu Krn kan butuh alat2 tentunya 
Ayo kumpulkan sampah plastik kita dan setor ke bank2 sampah kita💪"
Negative,Negative,Negative,Negative,"Ada 2/3ton.plastik gabrug(belum sortir) TPA isian 50%hd 35%pe 10%pp
Siap Rutin juragan☕.lokasi pantura indramayu"
Neutral,Neutral,Neutral,Positive,Daur ulang sampah plastik part 1( belum jadi )
Neutral,Neutral,Positive,Positive,"hai saya surya dari pt.lee jocas bros 
saya ingin menawarkan jasa giling plastik semua jenis plastik. saya tidak menerima yg belum di sortil.saya cuma terima barang yang sudah siap giling sudah di sortil.lokasi saya di tangerang
kalau mau tanya'' bisa langsung wa
087832543300"
Neutral,Neutral,Positive,Neutral,Mesin plotot plastik daunan atau plastik gilingan kondisi mesin sangat layak pakai...lokasi gresik minat wa 085730320702
Negative,Negative,Negative,Negative,"Katanya fashion show daur ulang tapi ini plastik belum pernah buat bawa belanja 😀alias masih original hehe 
Masa kecilmu bunda simpan dimemory bunda yg gak akan pernah hilang 
Assalamualaikum warahmatullahi wabarokatu salam dari anak TK MMT muara Delang"
Neutral,Positive,Neutral,Positive,"pantesan barang logitech batch baru bahan nya kek beda gitu ternyata dari plastik daur ulang

sama hal nya kek sandisk, padahal dulu belum ada

mungkin ini upaya untuk menyelamatkan lingkungan

#share"
Positive,Positive,Positive,Positive,"Daur ulang sekali ini adalah kemasan plastik berbahan Polyethyl enterephthalat (PET) dan kemasan minuman kaleng berbahan aluminium. Sistem Einwegpfand ini walaupun masih belum bisa memuaskan semua orang termasuk pencinta lingkungan, tetapi paling tidak sampah plastik sudah diminimalkan.

Setiap botol PET yang kita kembalikan akan dihargai 25 Cent (berdasarkan kurs saat ini sekitar senilai 4000 Rupiah), sedangkan kemasan daur ulang beberapa kali berbeda-beda jumlah yang akan kita terima, tergantung jenis dan ukuran botolnya.

Di Jerman mesin automat ini sudah merata ada di setiap supermarket. Konsumen cukup mengembalikan botol-botol kosong yang ada tanda daur ulang tersebut ke mesin-mesin yang tersedia.
.
.
Follow dan Support @kamuharustau.ig untuk dapatkan info, fakta menarik dan hal baru setiap harinya! Thanks 😎
------------------------------------
© All Rights and Credits Reserved To The Respective Owner(s).Please Contact Us For Credit or Removal.
-------‐‐---------------------------
#fakta #infoterbaru #jakarta #ilmupengetahuan #mitos #wawasan #surabaya #luarbiasa #informatif #sains #teknologi #lagirame #indonesia #viralbanget #faktadunia #medan #tiktokindo #lagiviral #medsostv #hotmedsos #sampah #daurulang #daurulangplastik
Follow @kamuharustau.ig

#faktadunia#faktaduniaislam #faktaduniaunik #faktaduniaa_ #faktaduniakini #faktaduniaind"
Neutral,Neutral,Neutral,Positive,"#tutotial 

setor hasil karya plastik kresek. bunga snapdragon ala saya 😄 snapdragon rasa sedap malam 😂😂

belum sempurna tapi lega karna akhirnya selesai juga pesanan kali ini. 
mohon krisannya temen2 😊 

buat yg mau tau cara bikinnya,tutorialnya ada disini ya 👇🏻👇🏻👇🏻



jangan lupa tonton juga tutorial membuat bunga krisan ala saya 😬



terimakasih 🤗"
Negative,Neutral,Negative,Neutral,"Solopos.com, KARANGANYAR–Pabrik daur ulang plastik CV ND Plasindo di Jongkang, Buran, Kecamatan Tasikmadu, Kabupaten Karanganyar, ludes dilalap api pada Kamis (25/7/2024). Kebakaran terjadi diduga karena panel listrik tersebut meledak akibat korsleting.

Pemilik Pabrik Daur Ulang Plastik CV ND Plasindo, Iswahyudi, mengatakan menerima laporan kebakaran sekitar pukul 06.00 WIB. Saat kejadian, lanjutnya, di dalam gudang ada 10 karyawan yang bekerja sif malam.“Informasi saya terima dari karyawan ada korsleting di bagian panel sampai meledak. Lalu membakar semua di dalam pabrik,” kata dia kepada Solopos.com, Kamis pagi.

Dia langsung melaporkan kejadian itu ke pemadam kebakaran. Tiga unit mobil pemadam kebakaran tiba di lokasi.

Mereka cukup kesulitan memadamkan api, mengingat kobaran api sudah membesar karena bahan plastik di dalam yang mudah terbakar.Iswahyudi memperkirakan akibat kejadian ini mengalami kerugian hingga Rp10 miliar.

“Ini pabrik daur ulang biji plastik. Di dalam full bahan plastik yang memang mudah terbakar,” kata dia.

Hingga kini api masih membara. Api juga belum berhasil dijinakkan. Petugas pemadam kebakaran berusaha melokalisasi api agar tidak merembet ke lokasi lain. Hal ini lantaran kondisi pabrik tak jauh dari SPBU Buran dan pabrik lain."
Neutral,Neutral,Positive,Positive,"Saya memang belum bisa 100% menghindari pemakaian plastik, paling tidak, saya sudah berusaha mengumpulkan sampah plastik untuk di daur ulang. Pengurangan sampah plastik, akan menjaga kebersihan lingkungan. Jika lingkungan menjadi bersih, maka akan terlihat indah. Karena pencipta kita menyukai keindahan. Nabi shallallahu ‘alaihi wa sallam bersabda,

“Sesungguhnya Allah itu Maha Indah dan menyukai keindahan (termasuk kebersihan dan kerapihan).”  (HR. Muslim no. 91)

Kalaupun kita tidak mampu memperbaiki lingkungan, paling tidak, kita mampu berusaha untuk tidak mamperparah kerusakan lingkungan. 

Barakallohu Fiikum"
Positive,Neutral,Positive,Positive,"Daur Ulang Sampah Plastik

Beberapa kali mengikuti sosialisasi pengelolaan sampah rumah tangga, agak mending lah buat menaikkan derajat pemikiran saya yang tadinya setengah jongkok jadi seribu empat ratus lima puluh satu per dua ribu sembilan ratus jongkok. Naik dikit. 😅

Minimal ada perasaan bersalah saat membuang sampah sembarangan. Ada juga sedikit rasa ndak enak saat melihat tempat sampah di rumah penuh dengan sampah plastik, entah dari kemasan makanan, perlengkapan rumah tangga, maupun kantongan kresek. Belum lagi kalau ketambahan habis belanja onlen yang bungkusannya berupa plastik berlipat ganda. Lha njur kudu piye...

Makanya saya senang-senang saja saat anak saya ditunjuk sekolah mewakili untuk lomba fashion show baju adat dari sampah daur ulang di tingkat Kabupaten Luwu Timur. Kira-kira butuh waktu sebulan, saya menghabiskan puluhan lembar kemasan plastik dari beras, deterjen, snack dsb. Juga sedotan susu  UHT yang diminum anak-anak di rumah, kardus snack, bubblewrap, tutup botol air kemasan dan lain-lain. Menyesuaikan dengan tema dan tujuan lomba yang digaungkan, saya mencoba memanfaatkan sampah rumah tangga semaksimal mungkin dalam komposisinya. Tanpa pewarnaan, tanpa cat. Warnanya adalah warna asli dari sampah.

Sesuai dengan temanya yaitu baju adat, saya mencari referensi ke sana kemari tentang baju adat. Akhirnya saya memutuskan untuk membuat baju adat Minang semacam ini yang biasa disebut baju Bundo Kanduang. Nyari referensinya ya tinggal dudul hape. Wong saya bukan orang Minang. Saya orang Jawa, suami orang Sunda. Hehehe. Serta tidak mudah melatih anak yang bawaannya rada tomboy untuk membawakan baju ini di stage. Apapun itu, kami sudah berusaha semaksimal mungkin. 

Terima kasih untuk semua pihak yang sudah membantu dan mensupport, mulai dari ide, bahan, dan pembuatan. Terima kasih khususnya pada pihak sekolah SD YPS Lawewu yang sudah memberi kesempatan dan bimbingan buat anak kami. Mohon maaf belum bisa memberikan hasil juara. ☺🙏

Kita adalah penghasil sampah terbesar di planet ini. Mari kita tumbuhkan rasa peduli, mulai dari hal kecil, dimulai dari diri sendiri, ditanamkan di keluarga dan anak-anak kita. Demi lingkungan dan kehidupan yang bersih dan baik.

Sorowako, 10 April 2019

#SDYPSLawewu 
#daurulangsampah 
#bajuadat
#kreasidaurulang"
Neutral,Neutral,Positive,Positive,"Astungkara .. selalu bersyukur 🙏🙏🙏

Produk UMKM CITRA MANDIRI KREATIF

OPEN PO
Meja+Kursi daur ulang sampah plastik.
Ukuran :
1(pcs) Meja size 70x70x70cm
4(pcs) Kursi size 30x30x50cm

Bahan :
- Papan Plastik Daur ulang
- rangka besi hollow
  - Meja 4x4cm
  - Kursi 2.5x2.5cm
- Cat Hitam doff
- Proses pengerjaan 14 Hari

Harga IDR 1.800.000 (harga belum termasuk Ongkir)

Minat DM/Messenger

Info:
Papan yg kami gunakan murni dari proses daur ulang sampah plastik type HDPE, PP dan LDPE.
Untuk menghasilkan 1 lembar papan dgn uk. 1x1m tebal 2cm dibutuhkan ± 18kg sampah plastik ... Jadi logika nya dengan proses pengolahan seperti ini kami berhasil mendaur ulang sampah plastik sebanyak 18kg utk 1 lembar papan .. dan produksi ini akan trus berlanjut sehingga bisa berikan nilai manfaat lebih dan sampah plastik tidak terbuang ke TPA

Dengan ikut menggunakan produk daur ulang ini kita bersama-sama telah ikut menjaga alam ini dan membangun sebuah perputaran ekonomi juga.

So .. masih hanya retorika dan teriak-teriak ttg isu lingkungan terutama sampah plastik ... Sudah gak jaman nya sob ... Sampah plastik membutuhkan tata kelola dan solusi pengolahan tepat guna serta tepat sasaran.

Video : by Devandra

KAMI MENGOLAH BUKAN MEMINDAHKAN

#balirarepaduraksa 
#wedooworkshopbali 
#rumahplastik 
#rumahplastikmart 
#gerakanolahplastik 
#tebekomposter 
#kembaliorganik 
#jempengmesari 
#samtaku
#olahsampahdarisumber"
Neutral,Neutral,Negative,Negative,Rak2 aqua macam e banyak banget admin belum sempat foto...harganya banyak yg Hanya 10 rb bahkan banyak juga yg dibawah 10 rb...bahan ori bukan plastik daur ulang yah
Positive,Neutral,Positive,Positive,"Lanjutan membuat hiasan kelas dari kemasan plastik bekas (daur ulang sampah).
Dan ini sudah ada hasilnya, walaupun belum sempurna..
#guru_kelas
#sd_negeri_kinatang
#desa_kinatang
#kec_bonehau
#kab_mamuju"
Positive,Neutral,Positive,Positive,"KOSTUM DAUR ULANG SAMPAH PLASTIK 

Enaknya jadi Guru PAUD kita bisa berekspresi gaya apa aja yang penting sopan dan tidak keluar dari jalur.

Meskipun gajinya kecil, segudang masalah dibelakang, segambreng persoalan, seabrek cucian yang menumpuk, belum lagi masalah anak-anak dirumah, cicilan dan lain-lainnya tapi di hadapi dengan senyuman 
Sapaan dengan penuh ceria dihadapan murid-murid.

MasyaAlloh Tabarakalloh
Salam Takzim untuk semua Guru PAUD disuruh Indonesia 

Tahun Ini kami mengambil Tema Daur Ulang Sampah Plastik yang di gunakan sebagai kostum ☺️

Kostum di pakai pada sesi fhoto Album kenangan sekolah anak-anak TK Pondok Ceria dan tentunya kami buat sendiri lho di bantu ayah bunda yang kreatif tentunya 🥰❤️

Termasuk nanti akan di pakai juga pada acara Liga Pensi di Tang City Mall kota Tangerang Banten.

Sekolah kita tidak ada acara keluar kota atau jalan-jalan hanya ada acara Pentas Seni dan Syukuran Akhir tahun pada acara terima raport nanti.

Tahun depan kira-kira temanya apa yaaah ....???🥰❤️🥰

#sesipemotretan 
#fhotobts 
#temadaurulangsampah
#bukutahunansekolah 
#kindergardenteacher 
#gurupaud 
#tkpondokceria 
#porisjaya 
#batucepercakep 
#kotatangerang"
Neutral,Positive,Neutral,Positive,"Banyak yang belum tau, botol plastik bekas bisa di daur ulang menjadi alat pengharum ruangan anda. Selamat mencoba 👍🙏
#vod
#jangkauan
#fyp"
Neutral,Neutral,Negative,Negative,"Kantong Plastik

Sebenarnya baik juga kalau kalau minimalkan penggunaan kantong plastik, apalagi yang tidak bisa di daur ulang.
Tapi belum bisa di tiadakan, beli makanan jadi jadi yg sudah dalam box, maka luarnya pun di kantongi, mau pakai goodie baq, berpikir seribu kali krn takutnya lebih byk biaya pengemasan drpd keuntungan, mau buang popok pun juga andalkan kresek.

Butuh kantong...
Sini merapat Toko Plastik Mufa, Ruko Nirwana 1, sebelum STIBA. Cp 0895325868311"
Neutral,Neutral,Negative,Neutral,Daur ulang sampah plastik & pengelolahan sampah organik menjadi pupuk organik belum diberdayakan di Nian Tana.
Neutral,Neutral,Positive,Neutral,"Pekerjaan apa lagi yg belum ku kerjakan

Cleaning service di Galangan kapal saja sudah di jalani, PT plastik daur ulang sudah dilewati marbotot pun sudah kurasakan gayssss

Yg saat ini kujalani harus sangat ku syukuri 
Tuhan baik
Dan sangat baik.
Setiap proses yg sudah ku lewati membuat ku kuat

Tetap semangat ya diriku 🥰🥰🙏"
Neutral,Positive,Positive,Positive,"Nama Produk :
Gantungan kunci Daur Ulang Plastik Kemasan 
Kode Produk :
Ganci01

Informasi Produk
1. Bahan :
- Terbuat dari plastik kemasan
- gantungan kunci

2. Fungsi :
- gantungan kunci
- aksesoris
- Karya Sanitasi
- koleksi

3. Ukuran Diameter : 10cm

4. Cocok untuk kegiatan sehari - hari, Souvernir, kegiatan kemasyarakatan, dll

5.Harga Normal Rp. 10.000,- Harga Spesial Hari Ini untuk Anda Diskon 30%, Harga Menjadi Rp. 7.500,- ( Belum Ongkir )

Order Pesanan Gunakan WA, Tulis : [ Nama + No. Hp + Kode Barang + Nama Barang + Alamat Lengkap ]

Admin Online :
Fast Respon : Chat WhatsApp : 0811 - 355 - 666 - 4

Online Order : Senin - Minggu ( 09.00 - 17.00 )

Store Fisik & Pengiriman :
Galeri Daur Ulang Sampah Solo
Jl. Larasati 1 No. 12 Kec. Serengan Kota Solo

Follow kami juga di=>
•Facebook : galeri daur ulang
•Instagram : @galeridaurulangsampah

Anda mengalami kendala dalam order atau komplain silahkan hubungi tim support kami :
0821 - 3751 - 6256 ( Wida )
==> Senin - Minggu ( 09.00 - 21.00 )

#gantungankuncilucu #gantungankuncicustom #gantungankuncidaurulang #gantungankuncianyam #aksesorisdaurulang #aksesorislucu  #souvenirdaurulang #souvenirlucumurah
#distrodaurulang #tokodaurulang #brospeniti #bungadaurulang #ramahlingkungan #kerajinandaurulang #sampahbawaberkah#daurulanglimbahplastik#manfaatsampah#daurulangsampah  #craftindonesia #ramahlingkungan #pedulilingkungan #selamatkanlingkungan  #mengelolasampah #karyadaurulangsampah  #daurulangsampah #memilahsampah #inovasidaurulang"
Neutral,Neutral,Positive,Positive,"PROSES PEMBUATAN 
💞 BUSANA DAUR ULANG 💞
DARI KANTONGAN PLASTIK

TAPI BELUM RAMPUNG SEMUAX 

MARI BERKARYA 😍😍😍

UNTUK.ACARA EXPO FASHION BUSANA 
TANGGAL 27 -9-2022

KARYA 
stokis imogen parepare"
Negative,Negative,Negative,Negative,"PELAKU DAUR ULANG TERSEOK-SEOK DIGULUNG JATUHNYA HARGA SAMPAH DOMESTIK

Nyaris semua harga pungutan sampah domestik terjun bebas dalam kisaran 50-70 persen sejak Januari 2023. Hal ini berdampak langsung pada pengepul, usaha pencacahan sampah hingga biji plastik di kawasan TPST Bantargebang, TPA Sumurbatu Burangkeng, dll. Apa penyebab turunnya harga tersebut?!  

Mereka meminta agar ada intervensi pemerintah pusat dalam konteks perbaikan dan stabilisasi harga sampah domestik. Namun, hingga kini belum ada jawaban yang jelas dan resmi dari Presiden RI. Apakah masih ada kebijakan yang memihak pada pemulung, pengepul, pencacah plastik dan sektor daur ulang dalam negeri? Sekarang ini hidup mereka terseok-seok, bangkrut, dan mati. 

Mereka menunggu keputusan Presiden RI yang tak kunjung datang!* 02/10/2023

Koalisi Persampahan Nasional (KPNas)
Asosiasi Pelapak dan Pemulung Indonesia (APPI)
Yayasan Pendidikan Lingkungan Hidup dan Persampahan Indonesia (YPLHPI)"
Neutral,Neutral,Positive,Positive,"Dress 1000 Bunga.
Dress berbahan plastik sampah polybag, bungkus softener so klin dan kresek pink.

Dress Daur Ulang yg saya buat untuk Jocelin ikut lomba kmren Minggu, 25/11'18 di Giant Singosari.
Membuatnya sangat amat penuh perjuangan, dimana waktunya mepet dan anak2 saya penuh jadwal ulangan.
Lelah otak jadi berlipat rasanya.
Jangan ditanya habis param*x berapa selama proses pembuatan dress tsb 😅😅😅

Hari Sabtu tgl 24, dress ini belum selesai, saya selesaikan hingga besoknya, jd selamanan tidak tidur.
32 jam total saya tidak tidur hari itu 😱😱😱 Can U imagine ? 
Betapa lelah dan ngantuknya saya hari itu, sampe2 nyelundupkan benang ke lubang jarum tangan saya udah oleng2 shg benang gak masuk2 ke lubang jarum 😅😅😅
Meski dress saya ini gak masuk juara (cerita anehnya pengusungan juara sdh ada di postingan saya sebelumnya), yang penting Jocelin sdh berani tampil di hadapan ratusan orang. Jocelin selalu menjadi juara di hati mama.
Dress mau direnovasi hingga mencapai 1000 bunga."
Neutral,Positive,Positive,Positive,Sdh tau belum Lemari plastik ini terbuat dari 13rb lebih plastik daur ulang.. plastiknya kuat dan kokoh
Positive,Positive,Positive,Positive,"Karya salah satu mahasiswi STT STAR'S LUB, lukisan dari daur ulang (plastik, dll). 

Ada ungkapan yang sangat memotivasi, 
""Sekecil apapun kemampuan kita, yakinlah kita dapat meraih kemenangan, dibalik kekurangan yang kita miliki terdapat kelebihan luar biasa yang mungkin belum pernah terpikirkan oleh kita sebelumnya""  

#Selalu bersyukur, selalu semangat, selalu ceria."
Negative,Negative,Neutral,Negative,"Diet kantong plastik

Setiap bulan saya menimbang sampah daur ulang yang cukup banyak.

Yang jadi perhatian adalah sampah plastik botol dan kantong. Masing-masing sekitar 2 kantong perbulan. Ini belum termasuk kantong plastik yang dibuang ke tong sampah karena kotor. Atau plastik kemasan bergambar yang tidak diterima oleh pengepul sampah plastik. 

Jumlah sampah plastik  terkumpul sebanyak ini walaupun kami serumah sudah diet kantong plastik. Mobil, motor dan tas sudah dilengkapi kantong belanja. 

Kalau mau kirim makanan juga menggunakan kontainer plastik. Termasuk simpanan makanan di kulkas.

Saya jadi membayangkan, gimana nasib plastik yang tidak diterima oleh pengepul?? Kalau berujung di tempat pembuangan akhir jadi gunungan sampah. Gimana kalo terbuang ke sungai atau terpendam dalam tanah. Perlu puluhan tahun alam untuk mencernanya

Lalu bagaimana dengan sampah masker, popok bayi, pembalut ?????

Ngeri membayangkannya

Pola hidup modern memang menghasilkan banyak sampah yang sulit untuk di daur ulang. Semoga ada penemuan plastik kemasan murah yang bisa cepat di daur ulang. Atau ada cara cepat untuk mendaur ulang plastik.

Yuk makin rajin untuk diet plastik. Ke pasar atau ke minimarket bawa kantong sendiri. Tadi pagi di pasar saya bertemu seorang ibu yang bawa kontainer plastik untuk wadah ikan dan ayam belanjaannya. Agak repot tapi ini bisa kita lakukan. Kita kan  pingin  lama tinggal di bumi yang indah ini sampai anak cucu kita😁😁😁😁😁😁😁

Bintaro 03102021"
Neutral,Neutral,Positive,Positive,"**COD HANYA BUAT DAERAH SURABAYA/GRESIK SAJA TIDAK BAU**

**BUAT YANG MINAT SAJA**

**wa 081249969639**

KRESEK KW 1 KUALITAS BAGUS

TERPERCAYA BARANG RUSAK ? LANGSUNG UANG BALIK

KRESEK TIDAK GETAS

REPUTASI SUDAH BAIK BELUM ADA COMPLAIN SELAMA INI

(1 BAL 25 KG)

Ukuran 15

Ukuran 24

Ukuran 28

Ukuran 35

Ukuran 40

WARNA TERSEDIA

-MERAH

-HIJAU

-BIRU

-HITAM

-ORI

-natural

KANTONG KRESEK BERKUALITAS HARGA TERJANGKAU

KRESEK TIDAK BERBAU KRESEK DAUR ULANG KW 1

Pembelian via COD **WAJIB** hadir langsung ke pabrik maupun di area **SEKITAR **wilayah pabrik

081249969639"
Neutral,Neutral,Positive,Positive,"Kerja borongan kiloan  sortir sobek dan cuci pengeringan sudah pake mesin Yang paham sama yang ngerti khusunya di daur ulang plastik ...yang belum paham juga pasti paham kalo ada minat ,silah kan wa 085794715449"
Positive,Positive,Positive,Positive,"Masyarakat saat ini masih belum banyak yang tahu mengenai produksi sampah plastik berupa paving blok, maka pemanfaatan di area perkantoran Pemkot Mataram ini menjadi bagian dari sosialisasi untuk masyarakat.

Adapun cara efektif lainnya dalam pengelolaan sampah. yaitu dengan menjalankan Bisnis Daur Ulang Plastik.
Untuk informasi lebih lanjut, kalian dapat mengunjungi website kami di  atau dengan menghubungi 085174283883/085174293883 ya!

#bisnis #daurulang #sampahplastik #pojokplastik #indonesia"
Positive,Positive,Positive,Positive,"ada nasabah yg nabung sampah plastik macam ini, ada 2 karung plastik warna warni, terpotong panjang panjang 
kalau ga di terima kasihan udah bawa jauh jauh dan sudah 2 bulan belum kepikiran buat apa 

lalu tempo hari ada bapak ibu guru SD Kedoya yg minta sharing buat anak anak kelas 4 ...

baru kepikiran, bisa jadi bahan baku untuk edukasi daur ulang plastik ...

lumayan buat tempat alat tulis atau aksesoris anak anak ..."
Neutral,Positive,Positive,Positive,"Tukar 1 Botol Bekas dengan Rp 4000 di Jerman

Hampir seluruh produk minuman di Jerman di botolnya tertera lambang daur ulang, baik yang kemasan plastik maupun gelas. Sistem daur ulang ini sudah sangat lama diberlakukan, ada dua jenis daur ulang, yaitu daur ulang beberapa kali  (mehrwegpfand), biasanya kemasan berbahan gelas, dan daur ulang sekali (einwegpfand).

Sistem daur ulang dengan sistem Pfand (deposit) ini dimaksudkan agar semua orang membawa botol kosong dan mengembalikannya untuk digunakan kembali.

Daur ulang sekali ini adalah kemasan plastik berbahan Polyethyl enterephthalat (PET) dan kemasan minuman kaleng berbahan aluminium. Sistem Einwegpfand ini walaupun masih belum bisa memuaskan semua orang termasuk pencinta lingkungan, tetapi paling tidak sampah plastik sudah diminimalkan.

Setiap botol PET yang kita kembalikan akan dihargai 25 Cent (berdasarkan kurs saat ini sekitar senilai 4000 Rupiah), sedangkan kemasan daur ulang beberapa kali berbeda-beda jumlah yang akan kita terima, tergantung jenis dan ukuran botolnya.

Di Jerman mesin automat ini sudah merata ada di setiap supermarket. Konsumen cukup mengembalikan botol-botol kosong yang ada tanda daur ulang tersebut ke mesin-mesin yang tersedia.

Bagaimana cara kerja mesinnya?

Botol-botol bekas satu persatu dimasukkan ke mesin automat. Di layar yang tersedia akan terhitung secara automatis berapa jumlah botol dan berapa Euro yang akan kita terima. 

Setelah selesai memasukkan semua botol, tanda bukti akan kita dapatkan dengan menekan tombol yang tersedia. Secarik kertas kecil akan keluar sesuai jumlah yang tertera di layar automat. Dengan bukti ini kita bisa menggunakannya sebagai potongan jumlah pembelian kita, tetapi kita bisa juga meminta uang tunai jika tidak ingin berbelanja di sana. (Kompasiana)"
Neutral,Neutral,Positive,Positive,"Sebuah karya dari daur ulang sampah plastik...dan kardua bekas, Mohon maaf jika masih belum sempurna☺"
Neutral,Positive,Neutral,Positive,"cari plastik  daur  ulang  yg  belum  potongan  di  mana   geh   
 gloser....an kasih    info  toko  mana  ngeh"
Positive,Positive,Positive,Positive,"Sahabat Lestari, sudah tahu belum kalau kemasan Danone-AQUA mengandung plastik daur ulang? 😱⁠
⁠
Inovasi ini dilakukan Danone-AQUA untuk menyebarkan kebaikan melalui produk. Dengan kemasan yang dapat didaur ulang, Danone-AQUA berharap bisa membantu mengurangi masalah sampah plastik di Indonesia. 🌏⁠
⁠
Yuk #BijakBerplastik bersama Danone-AQUA! 💙"
Positive,Positive,Positive,Positive,"Ceritanya beberapa waktu lalu dapat email tentang program daur ulang plastik, yang selama ini cuma lihat iklannya di tv.

Pernah terlintas pengen ikutan sih, tp belum sempet"" cari tahu caranya, maklum emak"", pengennya banyak, ngerjainnya tar sok tar sok... 😅
Eeeh ternyata dapat info caranya, kebetulan 😬

Jadinya cuuss-lah mulai memilah sampah plastik, gak ngejar hadiah sih, tp pengennya bisa membuat sampah plastik di rumah sebisa mungin terolah, biar agak berkurang jumlahnya, gak tercampur di tong sampah. 

Secara di sini pembuangan sampah masih campur aduk 🙈

Ada yg sudah ikutan program ini kah ? Cerita donk pengalamannya klo udah ikutan...

#GenerasiPilahPlastik"
Neutral,Positive,Neutral,Positive,"Anker Powerbank 20000mah - A1384

Honest Review

Pro
- Build Quality solid banget padahal bahannya plastik daur ulang
- User Friendly, gampang dipakai
- Garansi Panjang (belum tau gampang atau ribet garansiinya)
- Kabel Bawaan udah cukup buat cas 18-25w
- Handlingnya enak karena kabelnya juga jadi gantungan, Pegangannya enak bodynya

Cons
- Mahal, diharga yang sama ada Acmic Digimaxx dapat 30000mah. Loh kok ga kuambil ? Entahlah ya
- Bahan Plastik, dianggap murahan sama tongkrongan
- untuk ukuran 20000mah ini masih terbilang terlalu gede menurutku, terlalu makan tempat tapi hey tidak masalah 💃"
Neutral,Neutral,Positive,Positive,"Nama Produk :
Beauty kit Daur Ulang
Kode Produk :
Beautykit02

Informasi Produk
1. Bahan :
- Terbuat dari daur ulang plastik
- Tebal dan awet
- Jahitan rapi
-  muat banyak

2. Fungsi :
- Menyimpan make up / makeup tools
- Karya Sanitasi
- koleksi

3. Ukuran : P x L x T (27cm x 10cm x 10cm)

4. Cocok untuk kegiatan sehari - hari, Souvernir, kegiatan kemasyarakatan, dll

5.Harga Normal Rp. 48.000,- Harga Spesial Hari Ini untuk Anda Diskon 30%, Harga Menjadi Rp. 37.500,- ( Belum Ongkir )

Order Pesanan Gunakan WA, Tulis : [ Nama + No. Hp + Kode Barang + Nama Barang + Alamat Lengkap ]

Admin Online :
Fast Respon : Chat WhatsApp : 0821- 375- 1625 - 6

Online Order : Senin - Minggu ( 09.00 - 17.00 )

Store Fisik & Pengiriman :
Galeri Daur Ulang Sampah Solo
Jl. Larasati 1 No. 12 Kec. Serengan Kota Solo

Follow kami juga di=>
•Facebook : galeri daur ulang
•Instagram : @galeridaurulangsampah

Anda mengalami kendala dalam order atau komplain silahkan hubungi tim support kami :
0821 - 3751 - 6256 ( Wida )
==> Senin - Minggu ( 09.00 - 21.00 )

#beautykit #beautykitdaurulang #dompetmakeup #dompetdaurulang #perlengkapanmakeup #dompetunik #makeupwanita #aksesorisdaurulang #makeuptools #daurulangplastik #tasdaurulangplastikkemasan #tasmakeupdaurulangmurah
#taswanitadaurulang #distrodaurulang #tokodaurulang #ramahlingkungan #kerajinandaurulang #sampahbawaberkah#daurulanglimbahplastik#manfaatsampah#daurulangsampah #ramahlingkungan #pedulilingkungan #selamatkanlingkungan  #mengelolasampah #karyadaurulangsampah  #daurulangsampah #memilahsampah #inovasidaurulang"
